category,category_url,page_url,page_name,variant,image,main_page_url,name
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,main,Flag of Afghanistan.svg,/wiki/Flag_of_Afghanistan,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1880,Flag of Afghanistan (1880–1901).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1901,Flag of Afghanistan (1901–1919).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1919,Flag of Afghanistan (1919–1921).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1926,Flag of Afghanistan (1926–1928).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1928a,Flag of Afghanistan (1928).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1928,Flag of Afghanistan (1928–1929).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1929a,Flag of Afghanistan (1929).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1929,Flag of Afghanistan (1929–1931).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1930,Flag of Afghanistan (1931–1973).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1973,Flag of Afghanistan (1973–1974).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1974,Flag of Afghanistan (1974–1978).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1978,Flag of Afghanistan (1978–1980).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1978a,Flag of Afghanistan (1978).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1980,Flag of Afghanistan (1980–1987).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1987,Flag of Afghanistan (1987–1992).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1992a,Flag of Afghanistan (1992).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1992,Flag of Afghanistan (1992–2001).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1996,Flag of Taliban (original).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,1997,Flag of Taliban.svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,2001,Flag of Afghanistan (2001–2002).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,2002,Flag of Afghanistan (2002–2004).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,2004,Flag of Afghanistan (2004–2013).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,2013,Flag of Afghanistan.svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,Taliban,Flag of Taliban.svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,naval,Flag of the Afghan National Police (English).svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Afghanistan,Afghanistan,air force,Flag of the Afghan Air Force.svg,NA,Afghanistan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,main,Flag of Albania.svg,/wiki/Flag_of_Albania,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,civil,Civil Ensign of Albania.svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1914,Flag of Albania (1914–1920).svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1914a,Regentaschapalbanievlag.gif,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1920,Flag of Albania (1920–1926).svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1926,Flag of Albania (1926–1928).svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1928,Flag of Albania (1934–1939).svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1939,Flag of Albania (1939–1943).svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1943,Flag of Albania (1943–1944).svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1944,Flag of Albania 1944.svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1946,Flag of Albania (1946–1992).svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,1992,Flag of Albania (1992–2002).svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,naval,Naval Ensign of Albania.svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,navy,Albanian Naval Forces insignia.svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,air force,Albanian Air Forces insignia.svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Albania,Albania,army,Albanian Land Forces insignia.svg,NA,Albania
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Algeria,Algeria,main,Flag of Algeria.svg,/wiki/Flag_of_Algeria,Algeria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Algeria,Algeria,1830,Flag of France (1794-1815).svg,NA,Algeria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Algeria,Algeria,1958,Flag of Algeria (1958-1962).svg,NA,Algeria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Algeria,Algeria,1962,Flag of Algeria (WFB 2004).gif,NA,Algeria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Algeria,Algeria,naval,Naval Ensign of Algeria.svg,NA,Algeria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Andorra,Andorra,main,Flag of Andorra.svg,/wiki/Flag_of_Andorra,Andorra
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Andorra,Andorra,1806,Flag of Andorra (1806–1866).svg,NA,Andorra
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Andorra,Andorra,1866,Flag of Andorra (1866–1934).gif,NA,Andorra
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Andorra,Andorra,1934,Flag of Andorra (1934–1939).svg,NA,Andorra
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Angola,Angola,main,Flag of Angola.svg,/wiki/Flag_of_Angola,Angola
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Antigua_and_Barbuda,Antigua_and_Barbuda,main,Flag of Antigua and Barbuda.svg,/wiki/Flag_of_Antigua_and_Barbuda,Antigua and Barbuda
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Antigua_and_Barbuda,Antigua_and_Barbuda,colonial,Colonial ensigns of Antigua and Barbuda (1956-1962).svg,NA,Antigua and Barbuda
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Antigua_and_Barbuda,Antigua_and_Barbuda,naval,Coastguard Ensign of Antigua and Barbuda.svg,NA,Antigua and Barbuda
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,main,Flag of Argentina.svg,/wiki/Flag_of_Argentina,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,alt,Flag of Argentina (alternative).svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,1812,Flag of Belgrano (1812).svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,1816,Flag of Argentina (alternative).svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,1818,Flag of Argentina.svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,1819,Flag of Argentina (1818).svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,1820,Flag of Argentina.svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,1829,Flag of Liga Federal.svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,1835,Flag of Argentina (1840).svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,1850,Flag of the Argentine Confederation.svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,1861,Flag of Argentina.svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,marines,Naval Jack of Argentina.svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Argentina,Argentina,army,Flag of Argentina (3-2).svg,NA,Argentina
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Armenia,Armenia,main,Flag of Armenia.svg,/wiki/Flag_of_Armenia,Armenia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Armenia,Armenia,1918,Flag of the First Republic of Armenia.svg,NA,Armenia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Australia,Australia,main,Flag of Australia (converted).svg,/wiki/Flag_of_Australia,Australia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Australia,Australia,1901,Flag of Australia (1901-1903).svg,NA,Australia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Australia,Australia,1903,Flag of Australia (1903-1908).svg,NA,Australia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Australia,Australia,colonial,Australian Colonial Flag.svg,NA,Australia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Australia,Australia,civil,Civil Ensign of Australia.svg,NA,Australia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Australia,Australia,naval-1913,Naval Ensign of the United Kingdom.svg,NA,Australia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Australia,Australia,naval,Naval Ensign of Australia.svg,NA,Australia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Australia,Australia,marines,INF1002 - UCP - 2RAR.png,NA,Australia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Australia,Australia,air force,Air Force Ensign of Australia.svg,NA,Australia
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Austria,Austria,main,Flag of Austria.svg,/wiki/Flag_of_Austria,Austria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Austria,Austria,empire,Flag of the Habsburg Monarchy.svg,NA,Austria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Austria,Austria,state,Flag of Austria (state).svg,NA,Austria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Austria,Austria,war,Austria-Hungary-flag-1869-1914-naval-1786-1869-merchant.svg,NA,Austria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Austria,Austria,naval,Flag of Austria (state).svg,NA,Austria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Austria,Austria,air force,Flag of Austria (state).svg,NA,Austria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Austria,Austria,army,Flag of Austria (state).svg,NA,Austria
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Azerbaijan,Azerbaijan,main,Flag of Azerbaijan.svg,/wiki/Flag_of_Azerbaijan,Azerbaijan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Azerbaijan,Azerbaijan,1918,Flag of the Democratic Republic of Azerbaijan.svg,NA,Azerbaijan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Azerbaijan,Azerbaijan,naval,Naval Flag of Azerbaijan.svg,NA,Azerbaijan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Azerbaijan,Azerbaijan,air force,AzAF Flag of Azerbaijan.png,NA,Azerbaijan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Azerbaijan,Azerbaijan,army,Flag of Azerbaijani Land Forces.svg,NA,Azerbaijan
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,main,Flag of the Bahamas.svg,/wiki/Flag_of_The_Bahamas,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,colonial,Flag of the Bahamas (1953–1964).svg,NA,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,1869,Flag of the Bahamas (1869–1904).svg,NA,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,1904,Flag of the Bahamas (1904–1923).svg,NA,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,1923,Flag of the Bahamas (1923–1953).svg,NA,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,1953,Flag of the Bahamas (1953–1964).svg,NA,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,1964,Flag of the Bahamas (1964–1973).svg,NA,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,civil,Civil Ensign of the Bahamas.svg,NA,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,naval,Naval Ensign of the Bahamas.svg,NA,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahamas,Bahamas,army,Flag of the Bahamas.svg,NA,The Bahamas
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahrain,Bahrain,main,Flag of Bahrain.svg,/wiki/Flag_of_Bahrain,Bahrain
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahrain,Bahrain,1972,Flag of Bahrain (1972-2002).svg,NA,Bahrain
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahrain,Bahrain,1932,Flag of Bahrain (1932 to 1972).svg,NA,Bahrain
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahrain,Bahrain,1820,Flag of Bahrain (1820-1932).svg,NA,Bahrain
countries,https://en.wikipedia.org/w/index.php?title=Category:Country_data_templates_of_countries&pageuntil=Zimbabwe%0ACountry+data+Zimbabwe#mw-pages,/wiki/Template:Country_data_Bahrain,Bahrain,old,Flag of Bahrain (before 1820).svg,NA,Bahrain
