category,category_url,subcats,files
SVG flags of Mari El,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Mari_El,1,11
SVG flags of Moscow,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Moscow,1,2
SVG flags of Saint Petersburg,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Saint_Petersburg,0,3
SVG flags of Sevastopol,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Sevastopol,0,2
SVG historical flags of Somaliland,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Somaliland,0,11
SVG flags of Andalusia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Andalusia,4,121
SVG flags of Aragon,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Aragon,1,21
SVG flags of Asturias,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Asturias,0,29
SVG flags of the Balearic Islands,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Balearic_Islands,0,19
SVG flags of the Basque Autonomous Community,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Basque_Autonomous_Community,2,1
SVG flags of the Basque Country,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Basque_Country,1,8
SVG flags of Cantabria,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Cantabria,0,4
SVG flags of Castile and León,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Castile_and_Le%C3%B3n,2,29
SVG flags of Castile-La Mancha,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Castile-La_Mancha,1,5
SVG flags of Catalonia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Catalonia,1,115
SVG flags of Extremadura,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Extremadura,2,65
SVG flags of Galicia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Galicia,1,13
SVG flags of La Rioja (Spain),https://commons.wikimedia.org/wiki/Category:SVG_flags_of_La_Rioja_(Spain),0,1
SVG flags of the Community of Madrid,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Community_of_Madrid,2,112
SVG flags of the Region of Murcia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Region_of_Murcia,1,3
SVG flags of Navarre,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Navarre,1,6
SVG Heart-flags of Eurovision (Spain),https://commons.wikimedia.org/wiki/Category:SVG_Heart-flags_of_Eurovision_(Spain),0,19
SVG flags of the Land of Valencia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Land_of_Valencia,0,39
SVG flags of populated places in Spain by autonomous community,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_populated_places_in_Spain_by_autonomous_community,1,0
SVG flags of populated places in Spain by province,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_populated_places_in_Spain_by_province,1,0
Square flag icons of Sweden,https://commons.wikimedia.org/wiki/Category:Square_flag_icons_of_Sweden,0,21
SVG flag maps of oblasts of Ukraine,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_oblasts_of_Ukraine,0,6
SVG flags of Cherkasy Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Cherkasy_Oblast,2,0
SVG flags of Chernihiv Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Chernihiv_Oblast,1,0
SVG flags of Crimea,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Crimea,1,0
SVG flags of Dnipropetrovsk Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Dnipropetrovsk_Oblast,2,0
SVG flags of Donetsk Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Donetsk_Oblast,4,2
SVG flags of Ivano-Frankivsk Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Ivano-Frankivsk_Oblast,2,0
SVG flags of Kharkiv Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Kharkiv_Oblast,1,0
SVG flags of Kiev Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Kiev_Oblast,2,0
SVG flags of Kirovohrad Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Kirovohrad_Oblast,1,0
SVG flags of Luhansk Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Luhansk_Oblast,2,1
SVG flags of Lviv Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Lviv_Oblast,3,0
SVG flags of Odessa Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Odessa_Oblast,2,2
SVG flags of Poltava Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Poltava_Oblast,2,0
SVG flags of Rivne Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Rivne_Oblast,1,0
SVG flags of cities in Ukraine,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cities_in_Ukraine,15,18
SVG Flags of raions in Poltava Oblast,https://commons.wikimedia.org/wiki/Category:SVG_Flags_of_raions_in_Poltava_Oblast,0,5
SVG flags of urban-type settlements in Ukraine,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_urban-type_settlements_in_Ukraine,13,0
SVG flags of villages in Ukraine,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_villages_in_Ukraine,4,0
SVG Heart-flags of Eurovision (Ukraine),https://commons.wikimedia.org/wiki/Category:SVG_Heart-flags_of_Eurovision_(Ukraine),0,8
SVG flags of Ternopil Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Ternopil_Oblast,2,0
SVG flags of Vinnytsia Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Vinnytsia_Oblast,1,0
SVG flags of Volyn Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Volyn_Oblast,1,0
SVG flags of Zakarpattia Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Zakarpattia_Oblast,2,0
SVG flags of Zhytomyr Oblast,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Zhytomyr_Oblast,1,0
SVG flags of counties of England,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_counties_of_England,0,92
SVG flags of counties of Northern Ireland,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_counties_of_Northern_Ireland,0,11
SVG flags of counties of Scotland,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_counties_of_Scotland,0,9
SVG flags of counties of Wales,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_counties_of_Wales,0,10
SVG proposed flags of Northern Ireland,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Northern_Ireland,0,30
SVG flags of United States Governors,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_United_States_Governors,0,21
Nuvola US state flags,https://commons.wikimedia.org/wiki/Category:Nuvola_US_state_flags,0,50
SVG flags of Alabama,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Alabama,0,14
SVG flags of Alaska,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Alaska,0,6
SVG flags of Arkansas,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Arkansas,1,10
SVG flags of California,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_California,1,31
SVG flags of Massachusetts,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Massachusetts,1,15
SVG flags of New York (state),https://commons.wikimedia.org/wiki/Category:SVG_flags_of_New_York_(state),1,23
SVG flags of Ohio,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Ohio,1,22
SVG flags of Texas,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Texas,2,17
SVG burgees of the United States,https://commons.wikimedia.org/wiki/Category:SVG_burgees_of_the_United_States,1,114
Invalid SVG created with Inkscape:Flagmaps,https://commons.wikimedia.org/wiki/Category:Invalid_SVG_created_with_Inkscape:Flagmaps,0,0
Valid SVG created with Inkscape:Drapeaux created by Fantassin 72,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Inkscape:Drapeaux_created_by_Fantassin_72,0,164
Valid SVG created with Inkscape:Drapeaux created by User:Sémhur,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Inkscape:Drapeaux_created_by_User:S%C3%A9mhur,0,251
Valid SVG created with Inkscape:Drapeaux created by User:Sémhur,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Inkscape:Drapeaux_created_by_User:S%C3%A9mhur&filefrom=74e+r%C3%A9giment+d%27infanterie+de+ligne+-+drapeau.svg%0A74e+r%C3%A9giment+d%27infanterie+de+ligne+-+drapeau.svg#mw-category-media,0,251
Valid SVG created with Inkscape:LGBT flag maps,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Inkscape:LGBT_flag_maps,0,18
Valid SVG created with Inkscape:Flagmaps,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Inkscape:Flagmaps,0,0
SVG images with embedded raster graphics:Football flag icons,https://commons.wikimedia.org/wiki/Category:SVG_images_with_embedded_raster_graphics:Football_flag_icons,0,0
Valid SVG created with Text Editor:Flagmaps,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Text_Editor:Flagmaps,0,0
Valid SVG created with Text Editor-Jap-flag,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Text_Editor-Jap-flag,0,27
Nuvola flags of overseas collectivities of France,https://commons.wikimedia.org/wiki/Category:Nuvola_flags_of_overseas_collectivities_of_France,0,7
Nuvola flags of overseas departments of France,https://commons.wikimedia.org/wiki/Category:Nuvola_flags_of_overseas_departments_of_France,0,8
SVG flags of French Polynesia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_French_Polynesia,0,45
SVG flags of Saint-Barthélemy,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Saint-Barth%C3%A9lemy,0,3
SVG flags of Saint-Martin (France),https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Saint-Martin_(France),0,2
SVG flags of Saint-Pierre and Miquelon,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Saint-Pierre_and_Miquelon,0,3
SVG flags of Wallis and Futuna,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Wallis_and_Futuna,0,15
SVG flags of Clipperton Island,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Clipperton_Island,0,2
SVG flags of the French Southern and Antarctic Lands,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_French_Southern_and_Antarctic_Lands,0,3
SVG flags of New Caledonia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_New_Caledonia,0,15
SVG flags of French Guiana,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_French_Guiana,0,7
SVG flags of Guadeloupe,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Guadeloupe,0,6
SVG flags of Martinique,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Martinique,0,8
SVG flags of Mayotte,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Mayotte,0,2
SVG flags of Réunion,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_R%C3%A9union,0,4
SVG flag maps of Africa,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Africa,2,83
SVG flag maps of Antarctica,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Antarctica,0,5
SVG flag maps of Asia,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Asia,7,78
SVG flag maps of Europe,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Europe,45,12
SVG flag maps of Oceania,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Oceania,1,11
Superseded flag maps of Yugoslavia,https://commons.wikimedia.org/wiki/Category:Superseded_flag_maps_of_Yugoslavia,0,2
Flag maps of ASSR of the Soviet Union,https://commons.wikimedia.org/wiki/Category:Flag_maps_of_ASSR_of_the_Soviet_Union,0,14
Flag maps of SSR of the Soviet Union,https://commons.wikimedia.org/wiki/Category:Flag_maps_of_SSR_of_the_Soviet_Union,0,23
Flag-maps of Comecon,https://commons.wikimedia.org/wiki/Category:Flag-maps_of_Comecon,0,4
Superseded flag maps of the Soviet Union,https://commons.wikimedia.org/wiki/Category:Superseded_flag_maps_of_the_Soviet_Union,0,26
SVG flags of the NSDAP Political Leadership Corps,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_NSDAP_Political_Leadership_Corps,0,50
Flags of Ibi,https://commons.wikimedia.org/wiki/Category:Flags_of_Ibi,0,6
Invalid SVG association football flag icons,https://commons.wikimedia.org/wiki/Category:Invalid_SVG_association_football_flag_icons,3,0
Valid SVG association football flag icons,https://commons.wikimedia.org/wiki/Category:Valid_SVG_association_football_flag_icons,4,0
SVG rugby union flag icons (squared),https://commons.wikimedia.org/wiki/Category:SVG_rugby_union_flag_icons_(squared),0,40
Flags of Hermisende,https://commons.wikimedia.org/wiki/Category:Flags_of_Hermisende,0,2
SVG military flags of Czechoslovakia,https://commons.wikimedia.org/wiki/Category:SVG_military_flags_of_Czechoslovakia,0,3
SVG flags of Soviet Republics,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Soviet_Republics,15,28
SVG flags of the Nakhichevan Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Nakhichevan_Autonomous_Soviet_Socialist_Republic,0,9
Flag maps of Manchukuo,https://commons.wikimedia.org/wiki/Category:Flag_maps_of_Manchukuo,0,2
SVG flags of Eight Banners,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Eight_Banners,0,8
SVG flags of the Republic of China (Beiyang Government),https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Republic_of_China_(Beiyang_Government),0,13
SVG flags of Bretagne,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Bretagne,1,9
SVG flags of Alsace,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Alsace,2,3
SVG flags of Aquitaine,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Aquitaine,0,1
SVG flags of Auvergne,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Auvergne,1,1
SVG flags of Basse-Normandie,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Basse-Normandie,1,2
SVG flags of Bourgogne,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Bourgogne,0,3
SVG flags of Champagne-Ardenne,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Champagne-Ardenne,2,2
SVG flags of Franche-Comté,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Franche-Comt%C3%A9,0,3
SVG flags of Haute-Normandie,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Haute-Normandie,0,1
SVG flags of Languedoc-Roussillon,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Languedoc-Roussillon,1,3
SVG flags of Limousin,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Limousin,0,2
SVG flags of Lorraine,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Lorraine,0,2
SVG flags of Midi-Pyrénées,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Midi-Pyr%C3%A9n%C3%A9es,4,2
SVG flags of Nord-Pas-de-Calais,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Nord-Pas-de-Calais,1,0
SVG flags of Picardie,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Picardie,1,1
SVG flags of Poitou-Charentes,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Poitou-Charentes,0,4
SVG flags of Rhône-Alpes,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Rh%C3%B4ne-Alpes,0,1
SVG flags of Alsace-Lorraine,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Alsace-Lorraine,0,3
German Empire flags of Pirna,https://commons.wikimedia.org/wiki/Category:German_Empire_flags_of_Pirna,0,4
SVG flags of the Deutsche Jägerschaft,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Deutsche_J%C3%A4gerschaft,0,11
SVG flags of the German Labour Front,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_German_Labour_Front,0,20
SVG flags of the German Red Cross (Third Reich),https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_German_Red_Cross_(Third_Reich),0,19
SVG flags of the Hitlerjugend,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Hitlerjugend,0,40
SVG flags of the Legion Condor,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Legion_Condor,0,13
SVG national flags of the Third Reich,https://commons.wikimedia.org/wiki/Category:SVG_national_flags_of_the_Third_Reich,0,9
SVG flags of the National Socialist Flyers Corps,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_National_Socialist_Flyers_Corps,0,9
SVG police flags of the Third Reich,https://commons.wikimedia.org/wiki/Category:SVG_police_flags_of_the_Third_Reich,0,34
SVG flags of the Reichsarbeitsdienst,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Reichsarbeitsdienst,0,30
SVG flags of the Reichsluftschutzbund,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Reichsluftschutzbund,0,10
SVG flags of the Schutzstaffel (SS),https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Schutzstaffel_(SS),1,23
SVG flags of the Sturmabteilung,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Sturmabteilung,0,41
SVG flags of the Technische Nothilfe,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Technische_Nothilfe,0,12
SVG war flags of the Third Reich (Reichskriegsflagge),https://commons.wikimedia.org/wiki/Category:SVG_war_flags_of_the_Third_Reich_(Reichskriegsflagge),0,4
SVG flags of the Zollgrenzschutz,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Zollgrenzschutz,0,8
SVG flags of the Bashkir Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Bashkir_Autonomous_Soviet_Socialist_Republic,0,3
SVG flags of the Buryat Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Buryat_Autonomous_Soviet_Socialist_Republic,0,2
SVG flags of the Buryat-Mongol Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Buryat-Mongol_Autonomous_Soviet_Socialist_Republic,0,2
SVG flags of the Chechen-Ingush Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Chechen-Ingush_Autonomous_Soviet_Socialist_Republic,0,2
SVG flags of the Chuvash Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Chuvash_Autonomous_Soviet_Socialist_Republic,0,8
SVG flags of the Dagestan Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Dagestan_Autonomous_Soviet_Socialist_Republic,0,3
SVG flags of the Kabardin Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Kabardin_Autonomous_Soviet_Socialist_Republic,0,2
SVG flags of the Kabardino-Balkar Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Kabardino-Balkar_Autonomous_Soviet_Socialist_Republic,0,4
SVG flags of the Kalmyk Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Kalmyk_Autonomous_Soviet_Socialist_Republic,0,3
SVG flags of the Karelian Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Karelian_Autonomous_Soviet_Socialist_Republic,0,6
SVG flags of the Komi Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Komi_Autonomous_Soviet_Socialist_Republic,0,3
SVG flags of the Mari Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Mari_Autonomous_Soviet_Socialist_Republic,0,3
SVG flags of the Mordovian Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Mordovian_Autonomous_Soviet_Socialist_Republic,0,4
SVG flags of the North Ossetian Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_North_Ossetian_Autonomous_Soviet_Socialist_Republic,0,5
SVG flags of the Tatar Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Tatar_Autonomous_Soviet_Socialist_Republic,0,6
SVG flags of the Turkestan Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Turkestan_Autonomous_Soviet_Socialist_Republic,0,3
SVG flags of the Tuvan Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Tuvan_Autonomous_Soviet_Socialist_Republic,0,3
SVG flags of the Udmurt Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Udmurt_Autonomous_Soviet_Socialist_Republic,0,4
SVG flags of the Volga German Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Volga_German_Autonomous_Soviet_Socialist_Republic,0,2
SVG flags of the Yakut Autonomous Soviet Socialist Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Yakut_Autonomous_Soviet_Socialist_Republic,0,6
Flag maps of the Donetsk People's Republic,https://commons.wikimedia.org/wiki/Category:Flag_maps_of_the_Donetsk_People%27s_Republic,0,5
SVG military flags of the Donetsk People's Republic,https://commons.wikimedia.org/wiki/Category:SVG_military_flags_of_the_Donetsk_People%27s_Republic,0,1
SVG flags - Flags of the Donetsk People's Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_-_Flags_of_the_Donetsk_People%27s_Republic,0,0
SVG flags of Southern Rhodesia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Southern_Rhodesia,0,13
SVG historical flags of Arkansas,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Arkansas,0,2
SVG historical flags of Texas,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Texas,0,64
SVG flags of municipalities of Bahia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Bahia,0,28
SVG flags of municipalities of Benešov District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Bene%C5%A1ov_District,0,20
SVG flags of municipalities of Beroun District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Beroun_District,0,20
SVG flags of municipalities of Kladno District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Kladno_District,0,20
SVG flags of municipalities of Kolín District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Kol%C3%ADn_District,0,5
SVG flags of municipalities of Kutná Hora District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Kutn%C3%A1_Hora_District,0,7
SVG flags of municipalities of Mladá Boleslav District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Mlad%C3%A1_Boleslav_District,0,19
SVG flags of municipalities of Mělník District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_M%C4%9Bln%C3%ADk_District,0,12
SVG flags of municipalities of Nymburk District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Nymburk_District,0,9
SVG flags of municipalities of Prague-East District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Prague-East_District,0,27
SVG flags of municipalities of Prague-West District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Prague-West_District,0,19
SVG flags of municipalities of Příbram District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_P%C5%99%C3%ADbram_District,0,16
SVG flags of municipalities of Rakovník District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Rakovn%C3%ADk_District,0,14
SVG flags of municipalities of Hradec Králové District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Hradec_Kr%C3%A1lov%C3%A9_District,0,47
SVG flags of municipalities of Jičín District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Ji%C4%8D%C3%ADn_District,0,20
SVG flags of municipalities of Náchod District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_N%C3%A1chod_District,0,16
SVG flags of municipalities of Rychnov nad Kněžnou District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Rychnov_nad_Kn%C4%9B%C5%BEnou_District,0,24
SVG flags of municipalities of Trutnov District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Trutnov_District,0,26
SVG flags of municipalities of Cheb District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Cheb_District,0,11
SVG flags of municipalities of Karlovy Vary District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Karlovy_Vary_District,0,14
SVG flags of municipalities of Sokolov District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Sokolov_District,0,10
SVG flags of municipalities of Jablonec nad Nisou District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Jablonec_nad_Nisou_District,0,15
SVG flags of municipalities of Liberec District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Liberec_District,0,29
SVG flags of municipalities of Semily District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Semily_District,0,30
SVG flags of municipalities of Česká Lípa District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_%C4%8Cesk%C3%A1_L%C3%ADpa_District,0,18
SVG flags of municipalities of Bruntál District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Brunt%C3%A1l_District,0,12
SVG flags of municipalities of Frýdek-Místek District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Fr%C3%BDdek-M%C3%ADstek_District,0,43
SVG flags of municipalities of Karviná District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Karvin%C3%A1_District,0,12
SVG flags of municipalities of Nový Jičín District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Nov%C3%BD_Ji%C4%8D%C3%ADn_District,0,14
SVG flags of municipalities of Opava District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Opava_District,0,10
SVG flags of municipalities of Ostrava-City District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Ostrava-City_District,0,4
SVG flags of municipalities of Jeseník District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Jesen%C3%ADk_District,0,6
SVG flags of municipalities of Olomouc District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Olomouc_District,0,16
SVG flags of municipalities of Prostějov District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Prost%C4%9Bjov_District,0,10
SVG flags of municipalities of Přerov District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_P%C5%99erov_District,0,15
SVG flags of municipalities of Šumperk District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_%C5%A0umperk_District,0,15
SVG flags of municipalities of Chrudim District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Chrudim_District,0,16
SVG flags of municipalities of Pardubice District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Pardubice_District,0,17
SVG flags of municipalities of Svitavy District,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_municipalities_of_Svitavy_District,0,65
